# Q [1/Å] I(Q) [a.u.] dI(Q) [a.u.]
0.00223785 70109 25560.359
0.00251642 61985 19666.062
0.00279499 50084 13918.491
0.00307356 12796 10751.021
0.00335213 34633 7768.5556
0.0036307 37202 6522.4326
0.00390927 41315.5 5074.0983
0.00418784 34269.3 4300.1395
0.00446641 34267.2 3719.5859
0.00474498 36596.7 3240.5277
0.00502355 41272.9 2744.2108
0.00530212 39180.4 2423.6818
0.00558069 42182.7 2103.3954
0.00585926 40086.2 1943.3383
0.00613783 38194.1 1728.8428
0.0064164 40907.4 1490.9039
0.00669497 41682.9 1467.9573
0.00697355 40054.06 1262.7307
0.00725212 41065.63 1213.6949
0.00753069 39454.04 1091.3327
0.00780926 39471.87 1027.2698
0.00808783 38693.06 1001.0512
0.0083664 40186.75 916.91337
0.00864497 38173.76 870.68925
0.00892354 40294.48 828.56555
0.00920211 39589.13 785.87417
0.00948068 39675.82 784.34317
0.00975925 39007.04 719.69989
0.0100378 39334.39 705.62845
0.0103164 39472.53 680.74175
0.010595 40597.17 658.53764
0.0108735 38703.4 646.814
0.0111521 40127.08 620.44167
0.0114307 40079.76 624.81268
0.0117092 38973.9 587.25569
0.0119878 39628.82 576.29746
0.0122664 38479.7 570.65745
0.012545 39153.17 548.85638
0.0128235 39173.68 553.79439
0.0131021 39947.26 537.86221
0.0133807 39042 520.88264
0.0136592 38601.86 515.39774
0.0139378 38029.61 497.22984
0.0142164 38610.93 501.19903
0.0144949 38728.54 489.15272
0.0147735 38461.62 479.4031
0.0150521 38101.49 472.93338
0.0153307 38543.34 462.74087
0.0156092 38024.93 460.87225
0.0158878 38196.89 453.68213
0.0161664 38853 443.89494
0.0164449 38098.92 447.17746
0.0167235 38092.26 429.89123
0.0170021 37743.12 430.15458
0.0172806 37494.6 426.01552
0.0175592 37204.22 421.84596
0.0178378 37642.17 415.49534
0.0181164 37500.03 407.81889
0.0183949 37889.81 407.76693
0.0186735 37122.89 401.26011
0.0189521 36216.15 403.07041
0.0192306 36950.38 412.68772
0.0195092 37216.77 410.6205
0.0197878 37086.63 406.49646
0.0200664 36422.32 406.85294
0.0203449 36974.69 407.79512
0.0206235 36954.77 407.75378
0.0209021 36147.69 402.04677
0.0211806 36292.69 401.40759
0.0214592 36250.86 403.72153
0.0217378 36346.63 398.30447
0.0220163 35822.89 397.12491
0.0222949 35562.23 394.77399
0.0225735 35739.35 392.48792
0.0228521 35867.83 393.50187
0.0231306 34860.16 387.2944
0.0234092 35387.78 388.8502
0.0236878 35812.72 390.74074
0.0239663 35077.88 382.73819
0.0242449 35166.13 384.64407
0.0245235 35009.96 380.08786
0.024802 35322.95 383.13696
0.0250806 35089.99 380.5096
0.0253592 34685.18 374.05014
0.0256378 35034.11 371.0434
0.0259163 34380.25 356.2929
0.0261949 34565.68 358.29888
0.0264735 34855.15 352.02679
0.026752 34565.25 342.63287
0.0270306 34013.17 342.78428
0.0273092 33370.25 337.68163
0.0275877 33744.19 334.49092
0.0278663 33816.31 332.71339
0.0281449 33687.47 327.4272
0.0284235 33578.92 330.07545
0.028702 33424.76 322.93547
0.0289806 33221.34 320.3364
0.0292592 33337.25 319.31765
0.0295377 32909.75 315.95806
0.0298163 32914.82 311.92174
0.0300949 32694.93 309.77314
0.0303735 32689.1 306.85521
0.030652 32366.56 308.61416
0.0309306 32560.67 304.39469
0.0312092 32438.65 300.23839
0.0314877 32426.57 301.31776
0.0317663 31904.26 297.98686
0.0320449 32272.01 296.87331
