# Q [1/Å] I(Q) [a.u.] dI(Q) [a.u.]
0.00223785 183747 30924.253
0.00251642 202948 23954.517
0.00279499 136365 16980.427
0.00307356 148800 13206.57
0.00335213 140914 9608.9697
0.0036307 170518 8158.3212
0.00390927 159145.9 6386.2683
0.00418784 154397.3 5481.1378
0.00446641 152956 4830.7648
0.00474498 156329.1 4261.0188
0.00502355 157636.2 3680.5762
0.00530212 149480.5 3305.7074
0.00558069 153485.3 2938.2148
0.00585926 153106.4 2775.3162
0.00613783 157025.7 2521.0823
0.0064164 152568.1 2219.7429
0.00669497 155184 2245.2489
0.00697355 154677.52 1986.2544
0.00725212 156247.56 1958.7798
0.00753069 152950.43 1797.467
0.00780926 155035.18 1731.0694
0.00808783 154217.47 1722.8453
0.0083664 152976.77 1610.6156
0.00864497 151330.18 1554.0984
0.00892354 152724.09 1497.0273
0.00920211 152892.11 1443.8936
0.00948068 154115.48 1468.5352
0.00975925 154132.64 1365.8096
0.0100378 153555.12 1358.8069
0.0103164 152518.28 1321.5093
0.010595 149713.12 1275.0526
0.0108735 152885.82 1278.4184
0.0111521 150569.47 1226.322
0.0114307 151583.94 1251.3329
0.0117092 151547.99 1186.3072
0.0119878 151920.56 1168.8591
0.0122664 151628.2 1169.1453
0.012545 151553.4 1124.4317
0.0128235 150088.62 1134.0154
0.0131021 149330.57 1109.1046
0.0133807 150394.4 1081.062
0.0136592 149480.66 1081.09
0.0139378 149818.3 1045.1364
0.0142164 149196.35 1054.714
0.0144949 149510.47 1034.9843
0.0147735 150705.52 1025.5588
0.0150521 148316.6 1009.3123
0.0153307 149945.5 994.18447
0.0156092 149377.08 988.9451
0.0158878 149911.97 982.00163
0.0161664 148231.98 956.21281
0.0164449 147979.62 964.55231
0.0167235 148176.25 930.25753
0.0170021 146660.34 927.40261
0.0172806 147098.99 927.02584
0.0175592 146029.78 915.33258
0.0178378 146999.82 904.11589
0.0181164 146130.14 890.75924
0.0183949 147450.01 889.03328
0.0186735 146340.84 875.08248
0.0189521 144834.51 888.13513
0.0192306 146668.8 903.38755
0.0195092 145326.76 900.1111
0.0197878 145426.5 897.52891
0.0200664 144907.52 899.3857
0.0203449 142161.36 890.21113
0.0206235 143566.87 891.14648
0.0209021 143660.75 884.7918
0.0211806 143193.9 883.35822
0.0214592 143735.16 891.11919
0.0217378 140500.82 872.77232
0.0220163 141143.47 874.66719
0.0222949 141581.17 873.77312
0.0225735 141167.83 870.02346
0.0228521 141148.95 869.08679
0.0231306 141873.62 859.86897
0.0234092 140509.41 863.77249
0.0236878 139262.07 861.85943
0.0239663 139916.97 850.32821
0.0242449 140975.18 854.38864
0.0245235 139854.4 841.25956
0.024802 139220.99 849.8843
0.0250806 138634.05 843.30015
0.0253592 137574.45 821.59529
0.0256378 138589.75 820.36639
0.0259163 138472.12 795.87738
0.0261949 135851.12 790.89146
0.0264735 137131.13 775.8438
0.026752 136351.02 754.38892
0.0270306 136027.97 758.12076
0.0273092 136092.88 752.92883
0.0275877 136027.75 742.00608
0.0278663 134757.45 736.99067
0.0281449 135155.55 725.92142
0.0284235 135579.53 734.07193
0.028702 134005.99 716.11884
0.0289806 133613.55 706.53343
0.0292592 134211.81 710.24341
0.0295377 131921.94 695.9175
0.0298163 132918.35 692.12261
0.0300949 132171.03 687.41203
0.0303735 131028.85 678.58482
0.030652 130673.79 681.43249
0.0309306 130620.89 673.7008
0.0312092 131117.94 665.83113
0.0314877 130623.78 668.03097
0.0317663 129187.67 656.84171
0.0320449 128503.6 653.42155
0.0323234 128686.74 652.71571
0.032602 127723.86 640.14699
0.0328806 128399.56 641.22823
0.0331592 127432.21 637.88596
0.0334377 126774.12 634.84666
0.0337163 128340.64 642.87085
0.0339949 125920.78 637.25876
0.0342734 125923.68 652.52323
0.034552 125620.67 646.60257
0.0348306 124456.59 639.35254
0.0351091 124195.57 644.56518
0.0353877 123803.41 644.30645
0.0356663 123721.87 649.73847
0.0359449 123586.28 636.9949
0.0362234 122761.77 636.67639
0.036502 122671.19 642.33252
0.0367806 122648.05 637.22202
0.0370591 122642.82 645.6456
0.0373377 121296.44 630.03525
0.0376163 121556.95 632.40996
0.0378949 119823.41 630.37924
0.0381734 120539.63 624.71078
0.038452 119747.17 632.00201
0.0387306 118832.74 618.11127
0.0390091 118978.94 629.3652
0.0392877 117976.23 622.53391
0.0395663 117580.46 612.49959
0.0398448 117751.48 619.45296
0.0401234 117035.27 614.23657
0.040402 116490.21 619.94327
0.0406806 116033.21 612.70881
0.0409591 115715.06 601.48872
0.0412377 113837.47 606.80977
0.0415163 114651.06 601.93986
0.0417948 114449.2 603.07745
0.0420734 113128.74 599.05581
0.042352 113152.25 598.91927
0.0426305 113601.6 609.45788
0.0429091 112738.02 602.45467
0.0431877 111732.27 609.9652
0.0434663 109915.68 602.50456
0.0437448 111008.19 618.92204
0.0440234 109464.01 615.22484
0.044302 109339.54 608.03141
0.0445805 109876.59 616.56322
0.0448591 109449.71 613.84868
0.0451377 109362.92 625.30619
0.0454163 108782.13 619.19599
0.0456948 106553.66 612.8622
0.0459734 107060.99 616.49667
0.046252 105662.33 615.25105
0.0465305 107032.65 606.85868
0.0468091 105968.06 603.0131
0.0470877 105355.31 594.59281
0.0473662 104859.32 587.33761
0.0476448 103874.63 585.43647
0.0479234 103617.77 576.34454
0.048202 102988.49 574.33974
0.0484805 102143.41 571.12867
0.0487591 101014.66 560.0574
0.0490377 101221 564.41259
0.0493162 99875.47 551.7236
0.0495948 100560.11 556.55691
0.0498734 100334.54 549.82748
0.0501519 99464.37 549.71799
0.0504305 98402.49 552.14218
0.0507091 98371.95 546.27166
0.0509877 96421 544.09309
0.0512662 96549.39 541.9395
0.0515448 96358.36 539.19418
0.0518234 95588.04 540.53825
0.0521019 95721.95 536.7109
0.0523805 95297.22 537.94933
0.0526591 95473.13 539.58392
0.0529376 94427.35 530.67329
0.0532162 93878.27 534.46741
0.0534948 92716.12 526.91738
0.0537734 92954.89 527.04247
